dataset,representation,predictor,explainer,components,trained_ap,permuted_ap,trained_nap,permuted_nap,prevalence,median_delta_ap,median_delta_nap,ci90_low,ci90_high,ci95_low,ci95_high
CHEMBL2971_Ki,morgan,xgboost,crem_lime,11,0.47582232967952254,0.5190570284499996,0.0200598437769306,0.19526232920290776,0.2631578947368421,-0.10043615776854037,-0.23561733865143686,-0.27584986394578087,0.33140815389316364,-0.37337820452273185,0.33140815389316364
CHEMBL2971_Ki,morgan,xgboost,crem_mean,11,0.4499470656886401,0.5109055419777878,0.13749999999999996,0.1642327849285317,0.2631578947368421,-0.0027230767576296167,-0.022329229412562518,-0.07335828073095721,0.1309149528257347,-0.10142170091726482,0.1309149528257347
CHEMBL2971_Ki,unimol,mlp,crem_lime,11,0.3789185742434246,0.392669399089324,0.0346240449999169,0.1208171780198178,0.2631578947368421,-0.010917187342383727,-0.01516276019775517,-0.16183494521577335,0.1342857425602267,-0.16183494521577335,0.1342857425602267
CHEMBL2971_Ki,unimol,mlp,crem_mean,11,0.5725886193964321,0.5401977494385836,0.24457523428206596,0.22570014552575113,0.2631578947368421,0.0,0.0,-0.11406199597905103,0.17181887448700317,-0.11406199597905103,0.17181887448700317
CHEMBL2971_Ki,unimol,xgboost,crem_lime,11,0.43695572377028763,0.3819748922687891,0.10081541948294491,0.12486745158759793,0.2631578947368421,-0.028860957919419783,-0.037679583950353646,-0.20539634179951824,0.12626494384736142,-0.20539634179951824,0.12626494384736142
CHEMBL2971_Ki,unimol,xgboost,crem_mean,11,0.4997237311048153,0.49415295882328175,0.18288209413786505,0.1624565006525791,0.2631578947368421,-0.0032741666009724613,-0.006325094570060641,-0.07310405643738978,0.04761904761904778,-0.07310405643738978,0.04761904761904778
CHEMBL3979_EC50,molformer,mlp,crem_lime,17,0.2993626030081025,0.31714776192617444,0.049134961225282,0.1999217486795771,0.1851851851851851,-0.033474154746262,-0.045117339005831356,-0.2196810381867069,0.0017793815108393006,-0.24723161138199465,0.06456401489666108
CHEMBL3979_EC50,molformer,mlp,crem_mean,17,0.24,0.24,0.0,0.034160470057815466,0.1851851851851851,-0.028768868672630024,-0.030686793250805398,-0.06255847619445318,0.0,-0.0782094356644716,0.029778135681643333
CHEMBL3979_EC50,molformer,xgboost,crem_lime,17,0.300875769317352,0.2966047248805251,0.06454122506222153,0.1232983660430666,0.1851851851851851,-0.031140733208331273,-0.04631185964315934,-0.09169863460122317,0.030607671462603597,-0.0988205560813214,0.05855808630333148
CHEMBL3979_EC50,molformer,xgboost,crem_mean,17,0.26274779451497543,0.24,0.0008819321709530333,0.054363642542681535,0.1851851851851851,-0.00986490331918724,-0.013296174038904467,-0.06430288527521527,0.0,-0.07793273174175004,0.0007975412387176998
CHEMBL3979_EC50,morgan,mlp,crem_lime,17,0.26720074972785773,0.3063988043196299,0.004188541889031098,0.08736684778898673,0.1851851851851851,-0.03150084219411026,-0.04725126329116527,-0.09975293380213383,0.021138031637748765,-0.10966752279205677,0.09669496491047444
CHEMBL3979_EC50,morgan,mlp,crem_mean,17,0.22347952298384913,0.24,0.008839654619429366,0.0531807986721319,0.1851851851851851,-0.010522626759771558,-0.011504817444219032,-0.06389534312807708,0.0,-0.14785999867183877,0.0008217674587614361
CHEMBL3979_EC50,morgan,xgboost,crem_lime,17,0.194989452555242,0.29256694944975015,-0.0014763680998496006,0.09687410242611054,0.1851851851851851,-0.021593066857468257,-0.030385657258347167,-0.0707815699763392,0.007263205403838263,-0.1007730821503234,0.015345047519570137
CHEMBL3979_EC50,morgan,xgboost,crem_mean,17,0.2385555458158017,0.22192204665971446,0.00046192552584303423,0.020188495825703433,0.1851851851851851,-0.004152941912013139,-0.004449580620014035,-0.0417536363159,0.0003260031697745053,-0.0488736842266743,0.0195220694003785
CHEMBL3979_EC50,unimol,mlp,crem_lime,17,0.28726425248002996,0.3541641902789703,0.11745655411445939,0.16655676404810482,0.1851851851851851,-0.007721840722282103,-0.008741706478055361,-0.11321659665772604,0.06188814891838107,-0.1459754199451265,0.07721956124503257
CHEMBL3979_EC50,unimol,mlp,crem_mean,17,0.26105654972221354,0.24,0.0129808026192898,0.09319753220492392,0.1851851851851851,-0.00404952300785634,-0.004367132655531333,-0.06633866601339716,0.036064995131121366,-0.07651957090168182,0.044129331535488425
CHEMBL3979_EC50,unimol,xgboost,crem_lime,17,0.29204025125852034,0.346074199524741,0.12118371890141694,0.1480248738629312,0.1851851851851851,-0.015514909918766195,-0.025599601365964324,-0.16198251418426157,0.03694394018761632,-0.17589067915865306,0.04494585912514655
CHEMBL3979_EC50,unimol,xgboost,crem_mean,17,0.25132575757575754,0.2459999039938556,0.05552135198652264,0.0435997810443165,0.1851851851851851,0.005156560431801682,0.0069981891574452115,-0.04554101344275361,0.03285922996818633,-0.07378693904386269,0.037122957055022256
CHEMBL4005_Ki,molformer,mlp,crem_lime,17,0.37127563772040234,0.4133421296746452,0.08495271542827414,0.2675784931903309,0.2156862745098039,-0.0872695369607146,-0.17153350107413542,-0.19873104444363024,-0.008033862536255515,-0.20008825896197918,0.014092461214220763
CHEMBL4005_Ki,molformer,mlp,crem_mean,17,0.38681556898681135,0.3795791068638867,0.09964520235724567,0.16847445769839978,0.2156862745098039,-0.032851455929558515,-0.04923881911061395,-0.0575818572195384,0.013715930276032545,-0.10945850868961582,0.024960408679693173
CHEMBL4005_Ki,molformer,xgboost,crem_lime,17,0.33802012948831717,0.3554702584297181,0.009478886858878864,0.11392598400514274,0.2156862745098039,-0.05810242669236884,-0.06972291203084259,-0.12140448251616227,-0.006068303592147689,-0.1490219598252897,0.012768819075196058
CHEMBL4005_Ki,molformer,xgboost,crem_mean,17,0.42699758267287535,0.367092293215655,0.20130992625546004,0.14995743733749725,0.2156862745098039,0.048009365200440725,0.0511575202955516,-0.048443692938026084,0.17266938144839605,-0.0701385328925464,0.17761696055229687
CHEMBL4005_Ki,morgan,mlp,crem_lime,17,0.2995665504467022,0.38825445492112154,0.09687571116419284,0.22159624914984052,0.2156862745098039,-0.05758780218711912,-0.07343972088282677,-0.22562190241836325,0.018739964551045846,-0.2684578303838272,0.044407481925284466
CHEMBL4005_Ki,morgan,mlp,crem_mean,17,0.35324702435089456,0.39184439153091183,0.0725547602184688,0.18144281938887494,0.2156862745098039,-0.04648762136936868,-0.08309867562004308,-0.1187206942240484,-0.03340792875626575,-0.16853412679951937,-0.004976174937602067
CHEMBL4005_Ki,morgan,xgboost,crem_lime,17,0.2590258436701052,0.3678978670321175,0.050746705229886134,0.1595800058240266,0.2156862745098039,-0.10611533724132988,-0.11383281631342666,-0.19845168486920298,0.015801892924870525,-0.22295138484420188,0.038317795275167474
CHEMBL4005_Ki,morgan,xgboost,crem_mean,17,0.3705171001892678,0.37517372949844985,0.12461569132962658,0.22907829256305287,0.2156862745098039,0.0023521750417425658,0.0036850742320633303,-0.11233313318926297,0.03842809335006579,-0.14304493924191114,0.04116395787448418
CHEMBL4005_Ki,unimol,mlp,crem_lime,17,0.3169040051481426,0.309977594223842,0.09010229368574384,0.09004540374902681,0.2156862745098039,-0.0002258428128487644,-0.0004968541882672817,-0.03450697380530274,0.011294372977323039,-0.05736693346254931,0.05512549283406326
CHEMBL4005_Ki,unimol,mlp,crem_mean,17,0.3212001619105444,0.39759448791235874,0.12250402576489532,0.17794772323757824,0.2156862745098039,-0.04428350287483414,-0.062222884380969706,-0.09929915015460475,-0.001858889744640435,-0.10120834537120559,0.009375174602136896
CHEMBL4005_Ki,unimol,xgboost,crem_lime,17,0.33922588125791964,0.29505346629138235,0.0719464427241005,0.09004814320955262,0.2156862745098039,-0.010300269527005246,-0.0126181061839418,-0.0567335282504259,0.04344171214729774,-0.07598965767037569,0.06420509854030684
CHEMBL4005_Ki,unimol,xgboost,crem_mean,17,0.34908782166007885,0.3602727638107855,0.13765971857244272,0.13047021508971016,0.2156862745098039,-0.01359845300062694,-0.015778099153996306,-0.09190094103119693,0.004904010010456631,-0.09394100885931952,0.013966353864447278
CHEMBL4203_Ki,molformer,mlp,crem_lime,6,0.3627540324827373,0.4705993065149705,-0.03157212527595203,0.12642292777553224,0.3401360544217687,-0.11581091629147688,-0.22996880363287803,-0.7018988634185761,0.07963855811913621,-0.8243258689362581,0.08970076162268226
CHEMBL4203_Ki,molformer,mlp,crem_mean,6,0.5261544387051431,0.546521972456754,0.0593924534794878,0.021719148028592063,0.3401360544217687,-0.016634952349238064,-0.03901700831847883,-0.1495580545738106,0.029060209027502976,-0.15226387019127405,0.05480880493324031
CHEMBL4203_Ki,molformer,xgboost,crem_lime,6,0.32656413135714224,0.48090547981520815,-0.056142177896427885,0.1534083248446819,0.3401360544217687,-0.1144083650235773,-0.33093756764381216,-0.6631442516960536,-0.04359108648356624,-0.7105261116949422,-0.03274094584795978
CHEMBL4203_Ki,molformer,xgboost,crem_mean,6,0.478859442082214,0.5580046441981251,-0.021729121846308687,0.07808115166147273,0.3401360544217687,-0.05467172842827071,-0.12467653011810217,-0.41049664621093224,-0.02747164911266977,-0.4164787272106616,-0.018368186848625352
CHEMBL4203_Ki,morgan,mlp,crem_lime,6,0.5248416495346656,0.42828265757117256,0.12901202150117153,0.19463545901865908,0.3401360544217687,0.015299550732589151,0.023427437059277426,-0.8143981168743069,0.09119835527897621,-0.8881384856227842,0.13279342215367673
CHEMBL4203_Ki,morgan,mlp,crem_mean,6,0.5305888871158931,0.5140377865596775,0.0032797602583963213,0.06013462874437705,0.3401360544217687,-0.02629978951951506,-0.031241520234224898,-0.4519670805385093,0.12037858230413367,-0.5503499018994041,0.13616136789107935
CHEMBL4203_Ki,morgan,xgboost,crem_lime,6,0.5427840091595004,0.5645058829442462,0.23979392329651222,0.16379899825612745,0.3401360544217687,0.1068674296186457,0.1472572229239068,-0.6208866189753025,0.3900905896224658,-0.6342282780205188,0.4725738268852194
CHEMBL4203_Ki,morgan,xgboost,crem_mean,6,0.5611891054260705,0.572238577094723,0.07918054779730671,0.01784576934817355,0.3401360544217687,-0.001072785915390062,0.03239890498245447,-0.44340069224571427,0.14322916666666652,-0.4626189924956849,0.15334597203310407
CHEMBL4203_Ki,unimol,mlp,crem_lime,6,0.46695518085358023,0.4196039061555459,0.08220524340094439,0.1212192784559428,0.3401360544217687,0.03241048691623681,0.06173986067046243,-0.5155427361330054,0.07300212526253164,-0.5441886780867989,0.07359931791133936
CHEMBL4203_Ki,unimol,mlp,crem_mean,6,0.6561425311193019,0.5115829706859412,0.055571756619074354,-0.0024881206779521674,0.3401360544217687,0.008557322926887545,0.03348722904849301,-0.15437102579959763,0.24092189725990376,-0.20433674125244544,0.24408632449305273
CHEMBL4203_Ki,unimol,xgboost,crem_lime,6,0.47965539077896485,0.4370416544697532,0.15250218581337388,0.14686862323934,0.3401360544217687,0.01214553289730351,0.019129783489048195,-0.3151941866722482,0.08366735583496487,-0.33552860848411786,0.10193468801849254
CHEMBL4203_Ki,unimol,xgboost,crem_mean,6,0.6079284830314309,0.5521740037890698,-0.015442122434287383,0.00788430319680315,0.3401360544217687,-0.009907088799819566,-0.013065784196548118,-0.2320477745089496,0.09188676680882121,-0.26807795379223914,0.13589426073875632
CHEMBL4616_EC50,molformer,mlp,crem_lime,9,0.17514670502474686,0.2889121691216426,-0.030661537442840364,0.029483709042010035,0.22388059701492527,-0.025671384420211718,-0.03307659146450351,-0.0993131978505366,-0.01594508618746953,-0.22596013525949302,0.0
CHEMBL4616_EC50,molformer,mlp,crem_mean,9,0.26132543433127126,0.3010130221626652,0.038930745011826036,0.13159636049883167,0.22388059701492527,-0.013162679030447377,-0.01974401854567115,-0.0511359304750652,0.0,-0.1255718423636104,0.05367289191705937
CHEMBL4616_EC50,molformer,xgboost,crem_lime,9,0.17032203751221733,0.25496583179880733,-0.006519811132166566,0.01189584420528677,0.22388059701492527,-0.03134152267508261,-0.04701228401262403,-0.12844382718076092,0.0,-0.2298686303407304,0.005277219449050056
CHEMBL4616_EC50,molformer,xgboost,crem_mean,9,0.28586761206033523,0.3252675473669001,0.059495714452348636,0.130633186030429,0.22388059701492527,0.0,0.0,-0.0507653012603817,0.060522854994510156,-0.1748729752705913,0.19393161696302985
CHEMBL4616_EC50,morgan,mlp,crem_lime,9,0.22150867836879526,0.4342311855559533,0.0,0.18959112615134185,0.22388059701492527,-0.0005908281384193192,-0.0009600957249313868,-0.27116953718075243,0.011624986972358198,-0.29226028010331295,0.08928989974910886
CHEMBL4616_EC50,morgan,mlp,crem_mean,9,0.39291532138027113,0.4064142350160538,0.16296590385147028,0.1767927335554653,0.22388059701492527,-0.011850568435031517,-0.013826829703995014,-0.12948403591053187,0.0,-0.13822442856921757,0.07552481617040313
CHEMBL4616_EC50,morgan,xgboost,crem_lime,9,0.30803544508990666,0.29202307742036016,0.17328222777945523,0.10033229960489387,0.22388059701492527,-0.003159540467169375,-0.005134253259150207,-0.04356952571230284,0.06009547961252716,-0.13297555206030415,0.25784376025702793
CHEMBL4616_EC50,morgan,xgboost,crem_mean,9,0.4362170665733028,0.3605810321264709,0.19909402595534795,0.16072409184170322,0.22388059701492527,0.07193635470271065,0.09098631014385367,0.0,0.15822247776564144,-0.05574971179379311,0.1822456042941053
CHEMBL4616_EC50,unimol,mlp,crem_lime,9,0.2673722734833095,0.32031564232228255,0.007854945492447474,0.13036232261332487,0.22388059701492527,0.0,0.0,-0.15565101509288823,0.003472574603847065,-0.22034709755864695,0.005961530448141572
CHEMBL4616_EC50,unimol,mlp,crem_mean,9,0.3119302655228878,0.3598737226483852,0.10492139949877162,0.17738884876240454,0.22388059701492527,-0.012397653311533419,-0.018596479967299996,-0.0786765406554474,0.0,-0.07974451556620901,0.0
CHEMBL4616_EC50,unimol,xgboost,crem_lime,9,0.33900958225040956,0.24070530059334003,0.11476155157124386,0.02897490642143974,0.22388059701492527,0.06001541981194963,0.07073245906408336,0.0,0.15545598756817727,-0.08127137695306072,0.17927906253607462
CHEMBL4616_EC50,unimol,xgboost,crem_mean,9,0.3628631764596677,0.3167735042735042,0.06900505481389273,0.09462596829750851,0.22388059701492527,0.0,0.0,-0.03600107966635058,0.052318006265374695,-0.06117899801477934,0.16131205856364383
CHEMBL4792_Ki,molformer,mlp,crem_lime,21,0.4134278554892314,0.5531046665801532,0.1061757797931145,0.35455936655058684,0.2666666666666666,-0.05105720926615065,-0.0696234671811144,-0.15960961923972283,0.01860546150468151,-0.15960961923972283,0.01860546150468151
CHEMBL4792_Ki,molformer,mlp,crem_mean,21,0.44030202864424944,0.4056501958318089,0.1471269007912373,0.10645174401616941,0.2666666666666666,0.005732680754794939,0.010318825358630795,-0.0423773679102251,0.04701528661429773,-0.0423773679102251,0.04701528661429773
CHEMBL4792_Ki,molformer,xgboost,crem_lime,21,0.3731787100243132,0.4084088130444738,0.1097613504242132,0.16897061754008838,0.2666666666666666,-0.002281616833966771,-0.0032150055387715204,-0.0818765649219928,0.06780266774330022,-0.0818765649219928,0.06780266774330022
CHEMBL4792_Ki,molformer,xgboost,crem_mean,21,0.4496453221443179,0.43164134385733194,0.14230370176132903,0.1233559317371913,0.2666666666666666,-0.030406066348403787,-0.03848623129349581,-0.08311388840530143,0.035302524511045166,-0.08311388840530143,0.035302524511045166
CHEMBL4792_Ki,morgan,mlp,crem_lime,21,0.4267737915634749,0.4715916845944659,0.19491458672982223,0.19495486225079464,0.2666666666666666,-0.010761272814528766,-0.03382114313137613,-0.13610231951607843,0.19992956679164,-0.13610231951607843,0.19992956679164
CHEMBL4792_Ki,morgan,mlp,crem_mean,21,0.3809680950503907,0.44271827389634294,0.19266936831448978,0.13806892378962057,0.2666666666666666,0.016615256088940294,0.017781238972374686,-0.024276045442344296,0.08578357983882645,-0.04430048532604139,0.08578357983882645
CHEMBL4792_Ki,morgan,xgboost,crem_lime,21,0.409738376392587,0.4066753150911418,0.0679815913328836,0.16888804349357087,0.2666666666666666,0.022626605854885184,0.04072789053879328,-0.16912768184348753,0.12086348802155794,-0.16912768184348753,0.12086348802155794
CHEMBL4792_Ki,morgan,xgboost,crem_mean,21,0.41851210668283834,0.39582244906489567,0.10134170445944646,0.10139233954451343,0.2666666666666666,0.040870028930760416,0.061305043396140624,-0.07520328657355903,0.12628326660905045,-0.07520328657355903,0.12628326660905045
CHEMBL4792_Ki,unimol,mlp,crem_lime,21,0.3456605285960763,0.46320115186231847,0.09242348106328434,0.2061274075694667,0.2666666666666666,-0.01068931707390347,-0.013361646342379324,-0.22661882912695003,0.08139627243857797,-0.22661882912695003,0.08139627243857797
CHEMBL4792_Ki,unimol,mlp,crem_mean,21,0.42443735957499124,0.3951141422348825,0.1229521669714152,0.12709644512186288,0.2666666666666666,0.014440075085907278,0.0170186599226764,-0.015902347674810833,0.03895676691729333,-0.015902347674810833,0.03895676691729333
CHEMBL4792_Ki,unimol,xgboost,crem_lime,21,0.446804731967499,0.48288835943938846,0.10646186306071626,0.20095675713356254,0.2666666666666666,-0.07236663383064779,-0.13025994089516585,-0.21212482451183073,0.1040102096174629,-0.21212482451183073,0.1040102096174629
CHEMBL4792_Ki,unimol,xgboost,crem_mean,21,0.39398145538383417,0.4040938003259053,0.11555436641821876,0.12129806422971956,0.2666666666666666,-0.0032062902144065486,-0.005112733044594114,-0.0273261172610929,0.0452647178883937,-0.035563930954994896,0.0452647178883937
