dataset,component_id,left_index,right_index,representation,predictor,explainer,trained_ap,trained_nap,permuted_ap,permuted_nap,prevalence,delta_ap,delta_nap
CHEMBL237_Ki,27,206,211,unimol,xgboost,crem_lime,0.5155629704673417,0.41357622740783473,0.4672529253935263,0.3550956465290056,0.17391304347826084,0.048310045073815366,0.058480580878829125
CHEMBL237_Ki,27,206,211,unimol,xgboost,crem_mean,0.24694435602523834,0.08840632571476226,0.30660177813815587,0.16062320511460967,0.17391304347826084,-0.059657422112917524,-0.07221687939984742
CHEMBL237_Ki,33,312,313,molformer,mlp,crem_lime,0.19027708153827647,0.007436422530790566,0.4199831164029177,0.28901156204228623,0.1842105263157894,-0.22970603486464122,-0.28157513951149565
CHEMBL237_Ki,33,312,313,molformer,mlp,crem_mean,0.45310803670132976,0.3296163030532429,0.4791930240109512,0.3615914487876177,0.1842105263157894,-0.026084987309621444,-0.031975145734374766
CHEMBL237_Ki,33,312,313,molformer,xgboost,crem_lime,0.16367647735823634,-0.0251707696899038,0.20706103256071487,0.028010297977650533,0.1842105263157894,-0.043384555202478525,-0.05318106766755433
CHEMBL237_Ki,33,312,313,molformer,xgboost,crem_mean,0.563358479289354,0.464762006870821,0.4305083288371581,0.30191343534877446,0.1842105263157894,0.1328501504521959,0.16284857152204651
CHEMBL237_Ki,33,312,313,morgan,mlp,crem_lime,0.45302247435644377,0.32951142017886664,0.33938205297501955,0.19021025848550785,0.1842105263157894,0.11364042138142422,0.1393011616933588
CHEMBL237_Ki,33,312,313,morgan,mlp,crem_mean,0.5886973582362782,0.49582256816059916,0.7076175734838697,0.6415957352382918,0.1842105263157894,-0.11892021524759144,-0.14577316707769267
CHEMBL237_Ki,33,312,313,morgan,xgboost,crem_lime,0.5451941048016836,0.44249599943432166,0.20428575040278776,0.024608339203417335,0.1842105263157894,0.3409083543988959,0.41788766023090435
CHEMBL237_Ki,33,312,313,morgan,xgboost,crem_mean,0.7783915273509292,0.7283509044946874,0.6055137844611528,0.5164362519201228,0.1842105263157894,0.17287774288977642,0.21191465257456465
CHEMBL237_Ki,33,312,313,unimol,mlp,crem_lime,0.2015347738806479,0.0212361744343426,0.1560622544651766,-0.034504333236235064,0.1842105263157894,0.045472519415471285,0.055740507670577664
CHEMBL237_Ki,33,312,313,unimol,mlp,crem_mean,0.3630556600425105,0.219229518761787,0.5751081914247181,0.47916487981094474,0.1842105263157894,-0.21205253138220764,-0.2599353610491577
CHEMBL237_Ki,33,312,313,unimol,xgboost,crem_lime,0.21907834883401886,0.04274120179653929,0.36440282086287884,0.22088087718675478,0.1842105263157894,-0.14532447202885998,-0.1781396753902155
CHEMBL237_Ki,33,312,313,unimol,xgboost,crem_mean,0.5946277629942437,0.5030920965735889,0.6692393339309542,0.5945514415927826,0.1842105263157894,-0.07461157093671056,-0.09145934501919373
CHEMBL237_Ki,38,391,645,molformer,mlp,crem_lime,0.22273160785491516,0.028414509818643935,0.41304256819383595,0.2663032102422949,0.20000000000000004,-0.19031096033892078,-0.23788870042365098
CHEMBL237_Ki,38,391,645,molformer,mlp,crem_mean,0.2216565314438331,0.027070664304791364,0.2751467219941431,0.09393340249267886,0.20000000000000004,-0.053490190550309985,-0.06686273818788749
CHEMBL237_Ki,38,391,645,molformer,xgboost,crem_lime,0.22707147160666383,0.0338393395083297,0.3405238614405904,0.17565482680073805,0.20000000000000004,-0.11345238983392655,-0.14181548729240834
CHEMBL237_Ki,38,391,645,molformer,xgboost,crem_mean,0.19286708994573573,-0.008916137567830334,0.21302129231739744,0.016276615396746835,0.20000000000000004,-0.02015420237166171,-0.025192752964577167
CHEMBL237_Ki,38,391,645,morgan,mlp,crem_lime,0.21804171716348644,0.0225521464543581,0.347890324325917,0.18486290540739622,0.20000000000000004,-0.12984860716243055,-0.16231075895303812
CHEMBL237_Ki,38,391,645,morgan,mlp,crem_mean,0.17673571808512598,-0.029080352393592468,0.3350500120443898,0.16881251505548714,0.20000000000000004,-0.1583142939592638,-0.1978928674490796
CHEMBL237_Ki,38,391,645,morgan,xgboost,crem_lime,0.20649138059837172,0.0081142257479647,0.5254476055919179,0.40680950698989743,0.20000000000000004,-0.31895622499354626,-0.3986952812419327
CHEMBL237_Ki,38,391,645,morgan,xgboost,crem_mean,0.15199726766385968,-0.060003415420175336,0.277437618804995,0.0967970235062438,0.20000000000000004,-0.12544035114113533,-0.15680043892641915
CHEMBL237_Ki,38,391,645,unimol,mlp,crem_lime,0.4366291309311168,0.29578641366389596,0.1835455585867983,-0.020568051766502064,0.20000000000000004,0.25308357234431855,0.316354465430398
CHEMBL237_Ki,38,391,645,unimol,mlp,crem_mean,0.23099960643438164,0.038749508042977034,0.24087288855086994,0.051091110688587404,0.20000000000000004,-0.009873282116488302,-0.01234160264561037
CHEMBL237_Ki,38,391,645,unimol,xgboost,crem_lime,0.4950444905471251,0.36880561318390637,0.1910269491753436,-0.0112163135308204,0.20000000000000004,0.3040175413717815,0.3800219267147268
CHEMBL237_Ki,38,391,645,unimol,xgboost,crem_mean,0.33816946730260594,0.17271183412825739,0.20808219886244425,0.010102748578055333,0.20000000000000004,0.1300872684401617,0.16260908555020206
CHEMBL237_Ki,41,419,420,molformer,mlp,crem_lime,0.08478628873593576,0.03844635398838823,0.0641883317877382,0.01680546251116803,0.0481927710843373,0.020597956948197563,0.021640891477220196
CHEMBL237_Ki,41,419,420,molformer,mlp,crem_mean,0.12293316167949327,0.07852471416959417,0.19334412393446163,0.1525007884374723,0.0481927710843373,-0.07041096225496836,-0.07397607426787814
CHEMBL237_Ki,41,419,420,molformer,xgboost,crem_lime,0.07973068431203219,0.0331347695936541,0.07958905266405923,0.03298596672299894,0.0481927710843373,0.00014163164797295624,0.0001488028706551625
CHEMBL237_Ki,41,419,420,molformer,xgboost,crem_mean,0.07388132221557049,0.026989237264460165,0.11098934727695457,0.0659761496707244,0.0481927710843373,-0.03710802506138408,-0.03898691240626424
CHEMBL237_Ki,41,419,420,morgan,mlp,crem_lime,0.3633886946386946,0.3311552108229323,0.2324575116241783,0.1935946008203392,0.0481927710843373,0.1309311830145163,0.13756061000259312
CHEMBL237_Ki,41,419,420,morgan,mlp,crem_mean,0.2871847610011746,0.25109285016579114,0.22103361402460073,0.1815922780258463,0.0481927710843373,0.0661511469765739,0.06950057213994484
CHEMBL237_Ki,41,419,420,morgan,xgboost,crem_lime,0.17037378181399918,0.12836739101977127,0.04992879714767673,0.0018239261171794,0.0481927710843373,0.12044498466632245,0.12654346490259186
