dataset,component_id,baseline,average_precision,prevalence,normalized_ap_lift
CHEMBL1871_Ki,37,selected_mean_nearest_train_tanimoto,0.31499336576735953,0.23333333333333334,0.10651308578351244
CHEMBL1871_Ki,37,inverse_mask_size,0.2443877551020408,0.23333333333333334,0.014418811002661916
CHEMBL1871_Ki,38,support_any,0.3,0.1875,0.13846153846153844
CHEMBL1871_Ki,38,mask_membership_count,0.3,0.1875,0.13846153846153844
CHEMBL1871_Ki,38,valid_mutant_count,0.4241452991452992,0.1875,0.2912557527942144
CHEMBL1871_Ki,38,local_supported_mutant_count,0.4241452991452992,0.1875,0.2912557527942144
CHEMBL1871_Ki,38,absolute_in_domain_mutant_count,0.529505582137161,0.1875,0.4209299472457367
CHEMBL1871_Ki,38,local_support_fraction,0.3,0.1875,0.13846153846153844
CHEMBL1871_Ki,38,selected_mutant_count,0.42857142857142855,0.1875,0.29670329670329665
CHEMBL1871_Ki,38,selected_mean_parent_tanimoto,0.4109918736234526,0.1875,0.2750669213827109
CHEMBL1871_Ki,38,selected_mean_nearest_train_tanimoto,0.7415204678362572,0.1875,0.6818713450292397
CHEMBL1871_Ki,38,inverse_mask_size,0.38095238095238093,0.1875,0.23809523809523808
CHEMBL2034_Ki,1,support_any,0.4444444444444444,0.14814814814814814,0.34782608695652173
CHEMBL2034_Ki,1,mask_membership_count,0.4444444444444444,0.14814814814814814,0.34782608695652173
CHEMBL2034_Ki,1,valid_mutant_count,0.41111111111111115,0.14814814814814814,0.3086956521739131
CHEMBL2034_Ki,1,local_supported_mutant_count,0.41111111111111115,0.14814814814814814,0.3086956521739131
CHEMBL2034_Ki,1,absolute_in_domain_mutant_count,0.6038461538461538,0.14814814814814814,0.5349498327759197
CHEMBL2034_Ki,1,local_support_fraction,0.4444444444444444,0.14814814814814814,0.34782608695652173
CHEMBL2034_Ki,1,selected_mutant_count,0.4444444444444444,0.14814814814814814,0.34782608695652173
CHEMBL2034_Ki,1,selected_mean_parent_tanimoto,0.3339492207139266,0.14814814814814814,0.21811430257721817
CHEMBL2034_Ki,1,selected_mean_nearest_train_tanimoto,0.7963789682539681,0.14814814814814814,0.7609666149068322
CHEMBL2034_Ki,1,inverse_mask_size,0.36507936507936506,0.14814814814814814,0.2546583850931677
CHEMBL2034_Ki,3,support_any,0.1707241910631741,0.1864406779661017,-0.019318181818181835
CHEMBL2034_Ki,3,mask_membership_count,0.1707241910631741,0.1864406779661017,-0.019318181818181835
CHEMBL2034_Ki,3,valid_mutant_count,0.19799691833590138,0.1864406779661017,0.014204545454545447
CHEMBL2034_Ki,3,local_supported_mutant_count,0.19799691833590138,0.1864406779661017,0.014204545454545447
CHEMBL2034_Ki,3,absolute_in_domain_mutant_count,0.19799691833590138,0.1864406779661017,0.014204545454545447
CHEMBL2034_Ki,3,local_support_fraction,0.1707241910631741,0.1864406779661017,-0.019318181818181835
CHEMBL2034_Ki,3,selected_mutant_count,0.19799691833590138,0.1864406779661017,0.014204545454545447
CHEMBL2034_Ki,3,selected_mean_parent_tanimoto,0.18925565959464263,0.1864406779661017,0.0034600815850815664
CHEMBL2034_Ki,3,selected_mean_nearest_train_tanimoto,0.16668378702277006,0.1864406779661017,-0.024284511784511797
CHEMBL2034_Ki,3,inverse_mask_size,0.19799691833590138,0.1864406779661017,0.014204545454545447
CHEMBL2034_Ki,8,support_any,0.06770334928229665,0.07272727272727272,-0.0054179566563467415
CHEMBL2034_Ki,8,mask_membership_count,0.06770334928229665,0.07272727272727272,-0.0054179566563467415
CHEMBL2034_Ki,8,valid_mutant_count,0.06770334928229665,0.07272727272727272,-0.0054179566563467415
CHEMBL2034_Ki,8,local_supported_mutant_count,0.09025974025974026,0.07272727272727272,0.01890756302521009
CHEMBL2034_Ki,8,absolute_in_domain_mutant_count,0.07377622377622378,0.07272727272727272,0.0011312217194570232
CHEMBL2034_Ki,8,local_support_fraction,0.09025974025974026,0.07272727272727272,0.01890756302521009
CHEMBL2034_Ki,8,selected_mutant_count,0.06770334928229665,0.07272727272727272,-0.0054179566563467415
CHEMBL2034_Ki,8,selected_mean_parent_tanimoto,0.09621212121212121,0.07272727272727272,0.025326797385620915
CHEMBL2034_Ki,8,selected_mean_nearest_train_tanimoto,0.17954545454545454,0.07272727272727272,0.11519607843137254
CHEMBL2034_Ki,8,inverse_mask_size,0.09025974025974026,0.07272727272727272,0.01890756302521009
CHEMBL2034_Ki,9,support_any,0.26136363636363635,0.18181818181818182,0.09722222222222221
CHEMBL2034_Ki,9,mask_membership_count,0.42857142857142855,0.18181818181818182,0.30158730158730157
CHEMBL2034_Ki,9,valid_mutant_count,0.23863636363636365,0.18181818181818182,0.06944444444444446
CHEMBL2034_Ki,9,local_supported_mutant_count,0.23863636363636365,0.18181818181818182,0.06944444444444446
CHEMBL2034_Ki,9,absolute_in_domain_mutant_count,0.23863636363636365,0.18181818181818182,0.06944444444444446
